quarter,healthboard,specialty_name,percentage_occupancy,percentage_occupancy_by_board,wards_over_ninety,percent_wards_over_ninety,percentage_occupancy_for_speciality
2017 Q1,Ayrshire and Arran,All Acute,100,91.05343317524894,42,58.333333333333336,94.56863998140939
2017 Q1,Ayrshire and Arran,All Acute,95.42686117331884,91.05343317524894,42,58.333333333333336,94.56863998140939
2017 Q1,Ayrshire and Arran,All Acute,93.13464438099516,91.05343317524894,42,58.333333333333336,94.56863998140939
2017 Q1,Ayrshire and Arran,All Acute,94.60776421848,91.05343317524894,42,58.333333333333336,94.56863998140939
2017 Q2,Ayrshire and Arran,All Acute,100,88.19191690797295,34,48.57142857142857,91.27835099192365
2017 Q2,Ayrshire and Arran,All Acute,93.26064578475246,88.19191690797295,34,48.57142857142857,91.27835099192365
2017 Q2,Ayrshire and Arran,All Acute,87.93679542828592,88.19191690797295,0,0,91.27835099192365
2017 Q2,Ayrshire and Arran,All Acute,91.41337955087675,88.19191690797295,34,48.57142857142857,91.27835099192365
2017 Q3,Ayrshire and Arran,All Acute,92.50844399689514,89.5047719410112,31,50.81967213114754,92.20030278866045
2017 Q3,Ayrshire and Arran,All Acute,91.90576958984254,89.5047719410112,31,50.81967213114754,92.20030278866045
2017 Q3,Ayrshire and Arran,All Acute,92.1442894367179,89.5047719410112,31,50.81967213114754,92.20030278866045
2017 Q4,Ayrshire and Arran,All Acute,94.92310581557918,90.51331053838341,29,47.540983606557376,93.07068935666373
2017 Q4,Ayrshire and Arran,All Acute,92.37870580697768,90.51331053838341,29,47.540983606557376,93.07068935666373
2017 Q4,Ayrshire and Arran,All Acute,92.3990081620002,90.51331053838341,29,47.540983606557376,93.07068935666373
2018 Q1,Ayrshire and Arran,All Acute,95.27936947932398,90.52639674388887,36,56.25,92.99673091972716
2018 Q1,Ayrshire and Arran,All Acute,91.79102315203848,90.52639674388887,36,56.25,92.99673091972716
2018 Q1,Ayrshire and Arran,All Acute,92.2904614625826,90.52639674388887,36,56.25,92.99673091972716
2018 Q2,Ayrshire and Arran,All Acute,93.9559967341326,89.57785825528688,25,39.682539682539684,92.13055121095786
2018 Q2,Ayrshire and Arran,All Acute,88.56662329832133,89.57785825528688,0,0,92.13055121095786
2018 Q2,Ayrshire and Arran,All Acute,92.43197372626383,89.57785825528688,25,39.682539682539684,92.13055121095786
2018 Q3,Ayrshire and Arran,All Acute,93.78430360744947,89.43211897579427,31,47.69230769230769,92.68286535262389
2018 Q3,Ayrshire and Arran,All Acute,90.67514481656568,89.43211897579427,31,47.69230769230769,92.68286535262389
2018 Q3,Ayrshire and Arran,All Acute,92.83804519668932,89.43211897579427,31,47.69230769230769,92.68286535262389
2018 Q4,Ayrshire and Arran,All Acute,93.94648203592816,90.17147952352983,31,48.4375,92.95788033148331
2018 Q4,Ayrshire and Arran,All Acute,91.09471343374103,90.17147952352983,31,48.4375,92.95788033148331
2018 Q4,Ayrshire and Arran,All Acute,93.11047362566592,90.17147952352983,31,48.4375,92.95788033148331
2019 Q1,Ayrshire and Arran,All Acute,95.62395309882749,91.99934483075461,39,62.903225806451616,95.46519632920905
2019 Q1,Ayrshire and Arran,All Acute,94.69788317256166,91.99934483075461,39,62.903225806451616,95.46519632920905
2019 Q1,Ayrshire and Arran,All Acute,95.65334362681452,91.99934483075461,39,62.903225806451616,95.46519632920905
2019 Q2,Ayrshire and Arran,All Acute,94.76122335136183,91.66230613621038,32,52.459016393442624,94.54515238290038
2019 Q2,Ayrshire and Arran,All Acute,93.99967495530638,91.66230613621038,32,52.459016393442624,94.54515238290038
2019 Q2,Ayrshire and Arran,All Acute,94.63837446123244,91.66230613621038,32,52.459016393442624,94.54515238290038
2019 Q3,Ayrshire and Arran,All Acute,93.4457379257264,91.85570864110854,34,56.666666666666664,93.98718798321184
2019 Q3,Ayrshire and Arran,All Acute,94.66788447607952,91.85570864110854,34,56.666666666666664,93.98718798321184
2019 Q3,Ayrshire and Arran,All Acute,93.997744307902,91.85570864110854,34,56.666666666666664,93.98718798321184
2019 Q4,Ayrshire and Arran,All Acute,94.7430270762885,92.05660710938714,33,54.09836065573771,94.50507574574418
2019 Q4,Ayrshire and Arran,All Acute,94.57206430787554,92.05660710938714,33,54.09836065573771,94.50507574574418
2019 Q4,Ayrshire and Arran,All Acute,94.36561079693304,92.05660710938714,33,54.09836065573771,94.50507574574418
2020 Q1,Ayrshire and Arran,All Acute,90.24458225907604,87.66911450135999,25,39.682539682539684,90.58346599533523
2020 Q1,Ayrshire and Arran,All Acute,89.78906695382277,87.66911450135999,0,0,90.58346599533523
2020 Q1,Ayrshire and Arran,All Acute,91.0371802056291,87.66911450135999,25,39.682539682539684,90.58346599533523
2020 Q2,Ayrshire and Arran,All Acute,71.37008112821293,71.45615434723737,0,0,72.54714563725389
2020 Q2,Ayrshire and Arran,All Acute,71.10615661425332,71.45615434723737,0,0,72.54714563725389
2020 Q2,Ayrshire and Arran,All Acute,73.59954579863741,71.45615434723737,0,0,72.54714563725389
2020 Q3,Ayrshire and Arran,All Acute,91.4510741020702,86.65221603362987,19,32.758620689655174,89.46892868702125
2020 Q3,Ayrshire and Arran,All Acute,88.2621541767392,86.65221603362987,0,0,89.46892868702125
2020 Q3,Ayrshire and Arran,All Acute,88.8553771912547,86.65221603362987,0,0,89.46892868702125
2020 Q4,Ayrshire and Arran,All Acute,89.02416986672692,85.93118457871282,0,0,88.29124485482257
2020 Q4,Ayrshire and Arran,All Acute,88.61465238823732,85.93118457871282,0,0,88.29124485482257
2020 Q4,Ayrshire and Arran,All Acute,87.8150640625532,85.93118457871282,0,0,88.29124485482257
2021 Q1,Ayrshire and Arran,All Acute,90.67649511958706,85.22703847379172,18,31.03448275862069,88.36689877813022
2021 Q1,Ayrshire and Arran,All Acute,86.45775237032908,85.22703847379172,0,0,88.36689877813022
2021 Q1,Ayrshire and Arran,All Acute,87.81744019910589,85.22703847379172,0,0,88.36689877813022
2021 Q2,Ayrshire and Arran,All Acute,91.86270125223616,87.29208616847103,26,43.333333333333336,90.21576143899517
2021 Q2,Ayrshire and Arran,All Acute,89.11306217523743,87.29208616847103,0,0,90.21576143899517
2021 Q2,Ayrshire and Arran,All Acute,89.72154349730305,87.29208616847103,0,0,90.21576143899517
2021 Q3,Ayrshire and Arran,All Acute,93.2534016462288,89.21608105475093,31,52.54237288135594,92.02341550463306
2021 Q3,Ayrshire and Arran,All Acute,91.07605954030342,89.21608105475093,31,52.54237288135594,92.02341550463306
2021 Q3,Ayrshire and Arran,All Acute,91.669256381798,89.21608105475093,31,52.54237288135594,92.02341550463306
2021 Q4,Ayrshire and Arran,All Acute,91.94809286572276,89.09483251580082,29,54.71698113207547,91.4528928004617
2021 Q4,Ayrshire and Arran,All Acute,91.07925683668502,89.09483251580082,29,54.71698113207547,91.4528928004617
2021 Q4,Ayrshire and Arran,All Acute,91.2992,89.09483251580082,29,54.71698113207547,91.4528928004617
2016 Q4,Ayrshire and Arran,All Specialties,35.93350383631714,90.07365828098555,0,0,88.5119425988976
2016 Q4,Ayrshire and Arran,All Specialties,92.02426217635345,90.07365828098555,39,54.166666666666664,88.5119425988976
2016 Q4,Ayrshire and Arran,All Specialties,92.59213030860926,90.07365828098555,39,54.166666666666664,88.5119425988976
2016 Q4,Ayrshire and Arran,All Specialties,86.79006823297195,90.07365828098555,0,0,88.5119425988976
2017 Q1,Ayrshire and Arran,All Specialties,35.11904761904763,91.05343317524894,0,0,89.2916677691636
2017 Q1,Ayrshire and Arran,All Specialties,92.3773078457688,91.05343317524894,42,58.333333333333336,89.2916677691636
2017 Q1,Ayrshire and Arran,All Specialties,92.86803966437832,91.05343317524894,42,58.333333333333336,89.2916677691636
2017 Q1,Ayrshire and Arran,All Specialties,87.84368598713253,91.05343317524894,0,0,89.2916677691636
2017 Q2,Ayrshire and Arran,All Specialties,59.51683748169842,88.19191690797295,0,0,86.6577127005864
2017 Q2,Ayrshire and Arran,All Specialties,90.45158227270235,88.19191690797295,34,48.57142857142857,86.6577127005864
2017 Q2,Ayrshire and Arran,All Specialties,88.05947082096935,88.19191690797295,0,0,86.6577127005864
2017 Q2,Ayrshire and Arran,All Specialties,85.10739068969727,88.19191690797295,0,0,86.6577127005864
2017 Q3,Ayrshire and Arran,All Specialties,66.8430335097002,89.5047719410112,0,0,88.10976950339018
2017 Q3,Ayrshire and Arran,All Specialties,90.64122249031222,89.5047719410112,31,50.81967213114754,88.10976950339018
2017 Q3,Ayrshire and Arran,All Specialties,91.98385058711128,89.5047719410112,31,50.81967213114754,88.10976950339018
2017 Q3,Ayrshire and Arran,All Specialties,86.38425104037147,89.5047719410112,0,0,88.10976950339018
2017 Q4,Ayrshire and Arran,All Specialties,52.34113712374583,90.51331053838341,0,0,89.33596865058608
2017 Q4,Ayrshire and Arran,All Specialties,92.5180168761091,90.51331053838341,29,47.540983606557376,89.33596865058608
2017 Q4,Ayrshire and Arran,All Specialties,92.4414406608324,90.51331053838341,29,47.540983606557376,89.33596865058608
2017 Q4,Ayrshire and Arran,All Specialties,87.65515446880033,90.51331053838341,0,0,89.33596865058608
2018 Q1,Ayrshire and Arran,All Specialties,80.35055350553506,90.52639674388887,0,0,89.41461295996078
2018 Q1,Ayrshire and Arran,All Specialties,92.71604271334164,90.52639674388887,36,56.25,89.41461295996078
2018 Q1,Ayrshire and Arran,All Specialties,91.82395382395386,90.52639674388887,36,56.25,89.41461295996078
2018 Q1,Ayrshire and Arran,All Specialties,87.59555492638734,90.52639674388887,0,0,89.41461295996078
2018 Q2,Ayrshire and Arran,All Specialties,59.79853479853482,89.57785825528688,0,0,88.13809409927939
2018 Q2,Ayrshire and Arran,All Specialties,90.9256607212603,89.57785825528688,25,39.682539682539684,88.13809409927939
2018 Q2,Ayrshire and Arran,All Specialties,88.63729540509004,89.57785825528688,0,0,88.13809409927939
2018 Q2,Ayrshire and Arran,All Specialties,87.14022317825382,89.57785825528688,0,0,88.13809409927939
2018 Q3,Ayrshire and Arran,All Specialties,58.91402714932128,89.43211897579427,0,0,87.97217738106544
2018 Q3,Ayrshire and Arran,All Specialties,90.80793323593576,89.43211897579427,31,47.69230769230769,87.97217738106544
2018 Q3,Ayrshire and Arran,All Specialties,90.72700787922928,89.43211897579427,31,47.69230769230769,87.97217738106544
2018 Q3,Ayrshire and Arran,All Specialties,86.48157597686756,89.43211897579427,0,0,87.97217738106544
2018 Q4,Ayrshire and Arran,All Specialties,59.14855072463769,90.17147952352983,0,0,88.95850207251418
2018 Q4,Ayrshire and Arran,All Specialties,91.94697269489517,90.17147952352983,31,48.4375,88.95850207251418
2018 Q4,Ayrshire and Arran,All Specialties,91.14008916898533,90.17147952352983,31,48.4375,88.95850207251418
2018 Q4,Ayrshire and Arran,All Specialties,87.53183039364563,90.17147952352983,0,0,88.95850207251418
2019 Q1,Ayrshire and Arran,All Specialties,63.6801541425819,91.99934483075461,0,0,90.44588125821397
2019 Q1,Ayrshire and Arran,All Specialties,92.2137921421033,91.99934483075461,39,62.903225806451616,90.44588125821397
2019 Q1,Ayrshire and Arran,All Specialties,94.7243884556422,91.99934483075461,39,62.903225806451616,90.44588125821397
2019 Q1,Ayrshire and Arran,All Specialties,88.95735900962863,91.99934483075461,0,0,90.44588125821397
2019 Q2,Ayrshire and Arran,All Specialties,63.23529411764707,91.66230613621038,0,0,90.2535441657579
2019 Q2,Ayrshire and Arran,All Specialties,91.52854511970536,91.66230613621038,32,52.459016393442624,90.2535441657579
2019 Q2,Ayrshire and Arran,All Specialties,94.02511651993784,91.66230613621038,32,52.459016393442624,90.2535441657579
2019 Q2,Ayrshire and Arran,All Specialties,89.06448595889592,91.66230613621038,0,0,90.2535441657579
2019 Q3,Ayrshire and Arran,All Specialties,55.43478260869567,91.85570864110854,0,0,90.63310368850873
2019 Q3,Ayrshire and Arran,All Specialties,90.58055777873544,91.85570864110854,34,56.666666666666664,90.63310368850873
2019 Q3,Ayrshire and Arran,All Specialties,94.6792796756655,91.85570864110854,34,56.666666666666664,90.63310368850873
2019 Q3,Ayrshire and Arran,All Specialties,89.9347429704744,91.85570864110854,0,0,90.63310368850873
2019 Q4,Ayrshire and Arran,All Specialties,67.86757546251219,92.05660710938714,0,0,90.56324794070372
2019 Q4,Ayrshire and Arran,All Specialties,90.80234833659492,92.05660710938714,33,54.09836065573771,90.56324794070372
2019 Q4,Ayrshire and Arran,All Specialties,94.58225155619508,92.05660710938714,33,54.09836065573771,90.56324794070372
2019 Q4,Ayrshire and Arran,All Specialties,89.64247497954304,92.05660710938714,0,0,90.56324794070372
2020 Q1,Ayrshire and Arran,All Specialties,77.68361581920905,87.66911450135999,0,0,86.13993799856338
2020 Q1,Ayrshire and Arran,All Specialties,85.37077682840794,87.66911450135999,0,0,86.13993799856338
2020 Q1,Ayrshire and Arran,All Specialties,89.79714547928732,87.66911450135999,0,0,86.13993799856338
2020 Q1,Ayrshire and Arran,All Specialties,85.591667771082,87.66911450135999,0,0,86.13993799856338
2020 Q2,Ayrshire and Arran,All Specialties,36.068111455108365,71.45615434723737,0,0,69.85854643548497
2020 Q2,Ayrshire and Arran,All Specialties,67.14119267026798,71.45615434723737,0,0,69.85854643548497
2020 Q2,Ayrshire and Arran,All Specialties,71.1163245356794,71.45615434723737,0,0,69.85854643548497
2020 Q2,Ayrshire and Arran,All Specialties,70.85606502744722,71.45615434723737,0,0,69.85854643548497
2020 Q3,Ayrshire and Arran,All Specialties,56.94444444444445,86.65221603362987,0,0,84.59469190412509
2020 Q3,Ayrshire and Arran,All Specialties,85.61629727280219,86.65221603362987,0,0,84.59469190412509
2020 Q3,Ayrshire and Arran,All Specialties,88.27475181110815,86.65221603362987,0,0,84.59469190412509
2020 Q3,Ayrshire and Arran,All Specialties,83.53896676549392,86.65221603362987,0,0,84.59469190412509
2020 Q4,Ayrshire and Arran,All Specialties,41.57608695652175,85.93118457871282,0,0,83.72091904477841
2020 Q4,Ayrshire and Arran,All Specialties,83.03143828209488,85.93118457871282,0,0,83.72091904477841
2020 Q4,Ayrshire and Arran,All Specialties,88.62856948830262,85.93118457871282,0,0,83.72091904477841
2020 Q4,Ayrshire and Arran,All Specialties,83.10285392026816,85.93118457871282,0,0,83.72091904477841
2021 Q1,Ayrshire and Arran,All Specialties,60.23564064801179,85.22703847379172,0,0,83.34288330909109
2021 Q1,Ayrshire and Arran,All Specialties,84.5511563331327,85.22703847379172,0,0,83.34288330909109
2021 Q1,Ayrshire and Arran,All Specialties,86.47378316273242,85.22703847379172,0,0,83.34288330909109
2021 Q1,Ayrshire and Arran,All Specialties,82.23604701149333,85.22703847379172,0,0,83.34288330909109
2021 Q2,Ayrshire and Arran,All Specialties,52.5,87.29208616847103,0,0,85.27345317193937
2021 Q2,Ayrshire and Arran,All Specialties,86.26360987578595,87.29208616847103,0,0,85.27345317193937
2021 Q2,Ayrshire and Arran,All Specialties,89.1235858513533,87.29208616847103,0,0,85.27345317193937
2021 Q2,Ayrshire and Arran,All Specialties,84.15557316856189,87.29208616847103,0,0,85.27345317193937
2021 Q3,Ayrshire and Arran,All Specialties,60.40372670807455,89.21608105475093,0,0,87.32739378806794
2021 Q3,Ayrshire and Arran,All Specialties,87.89815817984834,89.21608105475093,0,0,87.32739378806794
2021 Q3,Ayrshire and Arran,All Specialties,91.08998687617492,89.21608105475093,31,52.54237288135594,87.32739378806794
2021 Q3,Ayrshire and Arran,All Specialties,86.3816042814369,89.21608105475093,0,0,87.32739378806794
2021 Q4,Ayrshire and Arran,All Specialties,71.42857142857144,89.09483251580082,0,0,87.37780215260163
2021 Q4,Ayrshire and Arran,All Specialties,87.15337213283124,89.09483251580082,0,0,87.37780215260163
2021 Q4,Ayrshire and Arran,All Specialties,91.08793882516514,89.09483251580082,29,54.71698113207547,87.37780215260163
2021 Q4,Ayrshire and Arran,All Specialties,86.73070760403475,89.09483251580082,0,0,87.37780215260163
2016 Q4,Ayrshire and Arran,Anaesthetics,66.48550724637683,90.07365828098555,0,0,56.56167979002624
2016 Q4,Ayrshire and Arran,Anaesthetics,30.47619047619049,90.07365828098555,0,0,56.56167979002624
2016 Q4,Ayrshire and Arran,Anaesthetics,56.56167979002627,90.07365828098555,0,0,56.56167979002624
2017 Q1,Ayrshire and Arran,Anaesthetics,69.79362101313322,91.05343317524894,0,0,74.64788732394366
2017 Q1,Ayrshire and Arran,Anaesthetics,82.75862068965519,91.05343317524894,0,0,74.64788732394366
2017 Q1,Ayrshire and Arran,Anaesthetics,74.64788732394368,91.05343317524894,0,0,74.64788732394366
2017 Q2,Ayrshire and Arran,Anaesthetics,68.99082568807341,88.19191690797295,0,0,71.87864644107351
2017 Q2,Ayrshire and Arran,Anaesthetics,76.92307692307695,88.19191690797295,0,0,71.87864644107351
2017 Q2,Ayrshire and Arran,Anaesthetics,71.87864644107353,88.19191690797295,0,0,71.87864644107351
2017 Q3,Ayrshire and Arran,Anaesthetics,77.7777777777778,89.5047719410112,0,0,75.52521008403362
2017 Q3,Ayrshire and Arran,Anaesthetics,72.45657568238215,89.5047719410112,0,0,75.52521008403362
2017 Q3,Ayrshire and Arran,Anaesthetics,75.52521008403363,89.5047719410112,0,0,75.52521008403362
2017 Q4,Ayrshire and Arran,Anaesthetics,65.3985507246377,90.51331053838341,0,0,64.42105263157895
2017 Q4,Ayrshire and Arran,Anaesthetics,63.06532663316584,90.51331053838341,0,0,64.42105263157895
2017 Q4,Ayrshire and Arran,Anaesthetics,64.42105263157897,90.51331053838341,0,0,64.42105263157895
2018 Q1,Ayrshire and Arran,Anaesthetics,75.78558225508318,90.52639674388887,0,0,74.2639040348964
2018 Q1,Ayrshire and Arran,Anaesthetics,72.07446808510637,90.52639674388887,0,0,74.2639040348964
2018 Q1,Ayrshire and Arran,Anaesthetics,74.26390403489641,90.52639674388887,0,0,74.2639040348964
2018 Q2,Ayrshire and Arran,Anaesthetics,61.14180478821364,89.57785825528688,0,0,58.484162895927604
2018 Q2,Ayrshire and Arran,Anaesthetics,54.25219941348974,89.57785825528688,0,0,58.484162895927604
2018 Q2,Ayrshire and Arran,Anaesthetics,58.48416289592762,89.57785825528688,0,0,58.484162895927604
2018 Q3,Ayrshire and Arran,Anaesthetics,88.8888888888889,89.43211897579427,0,0,78.57142857142857
2018 Q3,Ayrshire and Arran,Anaesthetics,60,89.43211897579427,0,0,78.57142857142857
2018 Q3,Ayrshire and Arran,Anaesthetics,78.57142857142858,89.43211897579427,0,0,78.57142857142857
2018 Q4,Ayrshire and Arran,Anaesthetics,100,90.17147952352983,31,48.4375,100
2018 Q4,Ayrshire and Arran,Anaesthetics,100,90.17147952352983,31,48.4375,100
2019 Q1,Ayrshire and Arran,Anaesthetics,100,91.99934483075461,39,62.903225806451616,100
2019 Q1,Ayrshire and Arran,Anaesthetics,100,91.99934483075461,39,62.903225806451616,100
2019 Q1,Ayrshire and Arran,Anaesthetics,100,91.99934483075461,39,62.903225806451616,100
2019 Q2,Ayrshire and Arran,Anaesthetics,100,91.66230613621038,32,52.459016393442624,100
2019 Q2,Ayrshire and Arran,Anaesthetics,100,91.66230613621038,32,52.459016393442624,100
2019 Q3,Ayrshire and Arran,Anaesthetics,100,91.85570864110854,34,56.666666666666664,100
2019 Q3,Ayrshire and Arran,Anaesthetics,100,91.85570864110854,34,56.666666666666664,100
2020 Q1,Ayrshire and Arran,Anaesthetics,100,87.66911450135999,25,39.682539682539684,100
2020 Q3,Ayrshire and Arran,Anaesthetics,100,86.65221603362987,19,32.758620689655174,100
2021 Q4,Ayrshire and Arran,Anaesthetics,100,89.09483251580082,29,54.71698113207547,100
2016 Q4,Ayrshire and Arran,Cardiology,92.71929824561406,90.07365828098555,39,54.166666666666664,93.90831390831391
2016 Q4,Ayrshire and Arran,Cardiology,94.55421686746988,90.07365828098555,39,54.166666666666664,93.90831390831391
2016 Q4,Ayrshire and Arran,Cardiology,93.91304347826087,90.07365828098555,39,54.166666666666664,93.90831390831391
2017 Q1,Ayrshire and Arran,Cardiology,94.31818181818186,91.05343317524894,42,58.333333333333336,94.10768709786657
2017 Q1,Ayrshire and Arran,Cardiology,93.9745715865119,91.05343317524894,42,58.333333333333336,94.10768709786657
2017 Q1,Ayrshire and Arran,Cardiology,94.10768709786656,91.05343317524894,42,58.333333333333336,94.10768709786657
2017 Q2,Ayrshire and Arran,Cardiology,90.96715328467154,88.19191690797295,34,48.57142857142857,92.30171073094868
2017 Q2,Ayrshire and Arran,Cardiology,93.2926829268293,88.19191690797295,34,48.57142857142857,92.30171073094868
2017 Q2,Ayrshire and Arran,Cardiology,92.3017107309487,88.19191690797295,34,48.57142857142857,92.30171073094868
2017 Q3,Ayrshire and Arran,Cardiology,93.38168631006346,89.5047719410112,31,50.81967213114754,92.45076586433261
2017 Q3,Ayrshire and Arran,Cardiology,91.03448275862073,89.5047719410112,31,50.81967213114754,92.45076586433261
2017 Q3,Ayrshire and Arran,Cardiology,92.4507658643326,89.5047719410112,31,50.81967213114754,92.45076586433261
2017 Q4,Ayrshire and Arran,Cardiology,92.90206648697216,90.51331053838341,29,47.540983606557376,92.33296823658269
2017 Q4,Ayrshire and Arran,Cardiology,91.44460028050491,90.51331053838341,29,47.540983606557376,92.33296823658269
